weekday	month	year	hour	season	holiday	workingday	weather	temp	atemp	humidity	windspeed	casual	registered
Tuesday	May	11	8	2	0	1	2	22.96	26.515	83	19.0012	24	435
Tuesday	May	11	9	2	0	1	2	24.6	28.79	78	23.9994	29	157
Tuesday	May	11	10	2	0	1	2	26.24	30.305	69	23.9994	36	91
Tuesday	May	11	11	2	0	1	2	27.06	31.06	65	22.0028	20	120
Tuesday	May	11	12	2	0	1	2	27.88	31.82	61	32.9975	48	169
Tuesday	May	11	13	2	0	1	2	28.7	32.575	58	40.9973	50	144
Tuesday	May	11	14	2	0	1	2	28.7	32.575	58	35.0008	36	122
Tuesday	May	11	15	2	0	1	2	28.7	32.575	58	30.0026	37	117
Tuesday	May	11	16	2	0	1	1	29.52	33.335	54	31.0009	46	225
Tuesday	May	11	17	2	0	1	1	28.7	32.575	54	31.0009	53	464
Tuesday	May	11	18	2	0	1	1	28.7	32.575	48	27.9993	59	485
Tuesday	May	11	19	2	0	1	1	27.88	31.82	57	23.9994	42	323
Tuesday	May	11	20	2	0	1	1	27.06	31.06	61	12.998	28	262
Tuesday	May	11	21	2	0	1	2	26.24	31.06	61	30.0026	42	183
Tuesday	May	11	22	2	0	1	2	23.78	27.275	60	26.0027	14	99
Tuesday	May	11	23	2	0	1	2	22.96	26.515	68	22.0028	12	50
Wednesday	May	11	0	2	0	1	3	21.32	25	77	11.0014	5	22
Wednesday	May	11	1	2	0	1	3	20.5	24.24	82	19.0012	1	6
Wednesday	May	11	2	2	0	1	3	20.5	24.24	82	19.0012	0	4
Wednesday	May	11	3	2	0	1	3	17.22	21.21	88	35.0008	0	1
Wednesday	May	11	4	2	0	1	3	15.58	19.695	94	22.0028	1	2
Wednesday	May	11	5	2	0	1	3	14.76	16.665	87	22.0028	1	8
Wednesday	May	11	6	2	0	1	3	13.94	15.15	93	26.0027	0	21
Wednesday	May	11	7	2	0	1	3	13.94	15.15	93	23.9994	6	46
Wednesday	May	11	8	2	0	1	3	13.94	15.15	93	26.0027	5	74
Wednesday	May	11	9	2	0	1	3	13.94	15.15	93	23.9994	5	35
Wednesday	May	11	10	2	0	1	2	13.94	15.91	93	19.0012	5	26
Wednesday	May	11	11	2	0	1	1	16.4	20.455	82	22.0028	3	69
Wednesday	May	11	12	2	0	1	2	18.04	21.97	62	23.9994	19	105
Wednesday	May	11	13	2	0	1	2	18.86	22.725	59	30.0026	15	128
Wednesday	May	11	14	2	0	1	1	20.5	24.24	51	26.0027	13	94
Wednesday	May	11	15	2	0	1	1	19.68	23.485	51	27.9993	22	107
Wednesday	May	11	16	2	0	1	1	20.5	24.24	45	31.0009	22	173
Wednesday	May	11	17	2	0	1	1	16.4	20.455	71	16.9979	22	388
Wednesday	May	11	18	2	0	1	1	17.22	21.21	67	16.9979	29	367
Wednesday	May	11	19	2	0	1	1	17.22	21.21	58	23.9994	30	266
Wednesday	May	11	20	2	0	1	1	16.4	20.455	62	22.0028	17	174
Wednesday	May	11	21	2	0	1	1	16.4	20.455	62	11.0014	17	133
Wednesday	May	11	22	2	0	1	1	15.58	19.695	62	15.0013	9	80
Wednesday	May	11	23	2	0	1	1	14.76	17.425	62	15.0013	8	49
Thursday	May	11	0	2	0	1	1	14.76	17.425	66	12.998	4	23
Thursday	May	11	1	2	0	1	1	13.94	16.665	71	12.998	4	6
Thursday	May	11	2	2	0	1	1	13.94	15.91	66	15.0013	1	4
Thursday	May	11	3	2	0	1	1	13.94	15.91	66	16.9979	0	4
Thursday	May	11	4	2	0	1	1	13.94	15.91	66	16.9979	4	3
Thursday	May	11	5	2	0	1	1	13.94	15.91	66	16.9979	1	29
Thursday	May	11	6	2	0	1	1	13.94	15.91	66	16.9979	3	86
Thursday	May	11	7	2	0	1	1	15.58	19.695	58	16.9979	16	255
Thursday	May	11	8	2	0	1	1	17.22	21.21	50	16.9979	25	415
Thursday	May	11	9	2	0	1	1	18.86	22.725	44	19.0012	20	164
Thursday	May	11	10	2	0	1	1	20.5	24.24	39	19.0012	30	98
Thursday	May	11	11	2	0	1	1	21.32	25	36	30.0026	43	105
Thursday	May	11	12	2	0	1	1	21.32	25	34	23.9994	27	169
Thursday	May	11	13	2	0	1	1	22.14	25.76	30	39.0007	50	142
Thursday	May	11	14	2	0	1	1	22.14	25.76	28	30.0026	19	135
Thursday	May	11	15	2	0	1	1	22.96	26.515	26	32.9975	27	120
Thursday	May	11	16	2	0	1	1	23.78	27.275	24	27.9993	36	233
Thursday	May	11	17	2	0	1	1	22.96	26.515	26	26.0027	66	467
Thursday	May	11	18	2	0	1	1	22.96	26.515	26	19.0012	64	456
Thursday	May	11	19	2	0	1	1	22.14	25.76	28	15.0013	56	305
Thursday	May	11	20	2	0	1	1	20.5	24.24	34	11.0014	33	225
Thursday	May	11	21	2	0	1	1	20.5	24.24	36	12.998	39	141
Thursday	May	11	22	2	0	1	1	19.68	23.485	39	12.998	30	135
Thursday	May	11	23	2	0	1	1	18.86	22.725	41	12.998	16	99
Friday	May	11	0	2	0	1	1	18.04	21.97	44	11.0014	13	43
Friday	May	11	1	2	0	1	1	16.4	20.455	62	11.0014	8	24
Friday	May	11	2	2	0	1	1	15.58	19.695	62	7.0015	1	15
Friday	May	11	3	2	0	1	1	14.76	18.18	71	7.0015	3	6
Friday	May	11	4	2	0	1	1	14.76	18.18	71	7.0015	0	1
Friday	May	11	5	2	0	1	1	13.94	17.425	81	7.0015	0	16
Friday	May	11	6	2	0	1	1	14.76	18.18	81	6.0032	8	74
Friday	May	11	7	2	0	1	1	16.4	20.455	82	0	20	202
Friday	May	11	8	2	0	1	1	17.22	21.21	77	16.9979	35	415
Friday	May	11	9	2	0	1	1	18.86	22.725	67	19.0012	27	161
Friday	May	11	10	2	0	1	2	22.14	25.76	49	22.0028	30	97
Friday	May	11	11	2	0	1	2	22.14	25.76	49	22.0028	42	123
Friday	May	11	12	2	0	1	1	22.96	26.515	49	23.9994	48	198
Friday	May	11	13	2	0	1	1	23.78	27.275	40	22.0028	71	182
Friday	May	11	14	2	0	1	1	24.6	31.06	40	30.0026	86	127
Friday	May	11	15	2	0	1	1	24.6	31.06	38	26.0027	89	171
Friday	May	11	16	2	0	1	1	24.6	31.06	40	16.9979	82	262
Friday	May	11	17	2	0	1	1	23.78	27.275	40	23.9994	83	470
Friday	May	11	18	2	0	1	3	22.14	25.76	52	23.9994	85	385
Friday	May	11	19	2	0	1	3	22.14	25.76	52	23.9994	39	253
Friday	May	11	20	2	0	1	1	21.32	25	48	7.0015	29	161
Friday	May	11	21	2	0	1	1	19.68	23.485	67	8.9981	22	130
Friday	May	11	22	2	0	1	1	18.86	22.725	72	15.0013	46	105
Friday	May	11	23	2	0	1	1	18.04	21.97	82	8.9981	27	93
Saturday	May	11	0	2	0	0	1	17.22	21.21	82	8.9981	10	76
Saturday	May	11	1	2	0	0	1	17.22	21.21	82	7.0015	8	50
Saturday	May	11	2	2	0	0	1	17.22	21.21	82	6.0032	5	47
Saturday	May	11	3	2	0	0	1	17.22	21.21	77	6.0032	9	9
Saturday	May	11	4	2	0	0	1	16.4	20.455	82	7.0015	1	4
Saturday	May	11	5	2	0	0	1	18.86	22.725	59	8.9981	4	3
Saturday	May	11	6	2	0	0	1	17.22	21.21	77	6.0032	1	12
Saturday	May	11	7	2	0	0	1	19.68	23.485	59	0	8	32
Saturday	May	11	8	2	0	0	1	21.32	25	52	12.998	19	96
Saturday	May	11	9	2	0	0	1	22.14	25.76	49	19.0012	54	164
Saturday	May	11	10	2	0	0	1	22.96	26.515	49	19.9995	90	208
Saturday	May	11	11	2	0	0	1	22.96	26.515	43	0	132	215
Saturday	May	11	12	2	0	0	1	24.6	31.06	40	12.998	129	244
Saturday	May	11	13	2	0	0	1	24.6	31.06	35	19.0012	196	240
Saturday	May	11	14	2	0	0	3	24.6	31.06	35	11.0014	143	235
Saturday	May	11	15	2	0	0	1	24.6	31.06	38	16.9979	148	230
Saturday	May	11	16	2	0	0	1	24.6	31.06	38	12.998	119	223
Saturday	May	11	17	2	0	0	1	23.78	27.275	40	15.0013	138	216
Saturday	May	11	18	2	0	0	1	23.78	27.275	37	11.0014	114	175
Saturday	May	11	19	2	0	0	1	22.96	26.515	43	12.998	88	179
Saturday	May	11	20	2	0	0	1	22.96	26.515	43	8.9981	82	137
Saturday	May	11	21	2	0	0	1	22.14	25.76	49	15.0013	58	124
Saturday	May	11	22	2	0	0	1	22.14	25.76	49	12.998	26	94
Saturday	May	11	23	2	0	0	1	20.5	24.24	59	7.0015	30	89
Sunday	May	11	0	2	0	0	2	20.5	24.24	59	7.0015	22	78
Sunday	May	11	1	2	0	0	2	21.32	25	55	0	8	56
Sunday	May	11	2	2	0	0	1	19.68	23.485	63	0	17	42
Sunday	May	11	3	2	0	0	1	18.86	22.725	72	6.0032	10	21
Sunday	May	11	4	2	0	0	1	17.22	21.21	82	0	2	8
Sunday	May	11	5	2	0	0	2	18.04	21.97	77	0	0	5
Sunday	May	11	6	2	0	0	2	18.04	21.97	82	0	2	4
Sunday	May	11	7	2	0	0	2	18.86	22.725	82	0	8	15
Sunday	May	11	8	2	0	0	1	21.32	25	63	8.9981	28	58
Sunday	May	11	9	2	0	0	1	22.96	26.515	52	15.0013	48	112
Sunday	May	11	10	2	0	0	1	23.78	27.275	49	8.9981	91	153
Sunday	May	11	11	2	0	0	1	23.78	27.275	49	6.0032	142	198
Sunday	May	11	12	2	0	0	1	24.6	31.06	46	6.0032	139	243
Sunday	May	11	13	2	0	0	1	24.6	31.06	49	8.9981	166	224
Sunday	May	11	14	2	0	0	1	24.6	31.06	49	0	126	240
Sunday	May	11	15	2	0	0	1	24.6	31.06	49	0	128	230
Sunday	May	11	16	2	0	0	1	24.6	31.06	46	7.0015	122	263
Sunday	May	11	17	2	0	0	3	23.78	27.275	49	19.0012	106	245
Sunday	May	11	18	2	0	0	1	23.78	27.275	49	0	63	205
Sunday	May	11	19	2	0	0	1	22.96	26.515	64	0	61	178
Sunday	May	11	20	2	0	0	1	21.32	25	77	8.9981	42	132
Sunday	May	11	21	2	0	0	1	21.32	25	77	6.0032	32	95
Sunday	May	11	22	2	0	0	1	20.5	24.24	88	6.0032	29	86
Sunday	May	11	23	2	0	0	1	18.86	22.725	88	6.0032	9	41
Monday	May	11	0	2	0	1	1	18.86	22.725	82	6.0032	31	22
Monday	May	11	1	2	0	1	1	18.04	21.97	88	0	25	8
Monday	May	11	2	2	0	1	1	18.04	21.97	94	0	6	2
Monday	May	11	3	2	0	1	1	18.86	22.725	82	6.0032	0	7
Monday	May	11	4	2	0	1	1	17.22	21.21	82	11.0014	0	4
Monday	May	11	5	2	0	1	1	17.22	21.21	77	11.0014	0	23
Monday	May	11	6	2	0	1	1	18.04	21.97	72	16.9979	2	87
Monday	May	11	7	2	0	1	1	19.68	23.485	63	16.9979	16	221
Monday	May	11	8	2	0	1	1	21.32	25	55	15.0013	23	351
Monday	May	11	9	2	0	1	1	22.14	25.76	56	11.0014	36	142
Monday	May	11	10	2	0	1	1	22.96	26.515	52	12.998	24	95
Monday	May	11	11	2	0	1	1	24.6	31.06	46	15.0013	26	99
Monday	May	11	12	2	0	1	1	24.6	31.06	43	12.998	35	160
Monday	May	11	13	2	0	1	1	25.42	31.06	38	19.0012	36	138
Monday	May	11	14	2	0	1	1	25.42	31.06	41	15.0013	44	118
Monday	May	11	15	2	0	1	1	25.42	31.06	41	15.0013	51	148
Monday	May	11	16	2	0	1	1	26.24	31.06	38	15.0013	49	255
Monday	May	11	17	2	0	1	1	25.42	31.06	38	16.9979	59	539
Monday	May	11	18	2	0	1	1	25.42	31.06	38	19.9995	66	458
Monday	May	11	19	2	0	1	1	23.78	27.275	43	12.998	45	339
Monday	May	11	20	2	0	1	1	22.14	25.76	49	12.998	25	214
Monday	May	11	21	2	0	1	1	21.32	25	59	8.9981	28	128
Monday	May	11	22	2	0	1	1	21.32	25	68	6.0032	21	95
Monday	May	11	23	2	0	1	1	20.5	24.24	68	6.0032	16	45
Tuesday	May	11	0	2	0	1	1	19.68	23.485	63	0	6	12
Tuesday	May	11	1	2	0	1	1	18.86	22.725	59	6.0032	3	12
Tuesday	May	11	2	2	0	1	1	18.04	21.97	58	8.9981	1	4
Tuesday	May	11	3	2	0	1	1	18.04	21.97	54	12.998	1	3
Tuesday	May	11	4	2	0	1	1	17.22	21.21	62	16.9979	0	2
Tuesday	May	11	5	2	0	1	1	16.4	20.455	66	15.0013	1	28
Tuesday	May	11	6	2	0	1	1	17.22	21.21	67	8.9981	9	103
Tuesday	May	11	7	2	0	1	2	18.04	21.97	62	8.9981	13	301
Tuesday	May	11	8	2	0	1	2	20.5	24.24	51	7.0015	28	397
Tuesday	May	11	9	2	0	1	2	21.32	25	48	7.0015	29	176
Tuesday	May	11	10	2	0	1	2	22.96	26.515	37	6.0032	27	100
Tuesday	May	11	11	2	0	1	2	22.96	26.515	43	8.9981	17	108
Tuesday	May	11	12	2	0	1	2	24.6	31.06	38	0	47	170
Tuesday	May	11	13	2	0	1	2	25.42	31.06	38	16.9979	50	152
Tuesday	May	11	14	2	0	1	2	25.42	31.06	33	0	42	134
Tuesday	May	11	15	2	0	1	2	26.24	31.06	33	6.0032	28	152
Tuesday	May	11	16	2	0	1	1	27.06	31.06	31	7.0015	56	271
Tuesday	May	11	17	2	0	1	1	26.24	31.06	33	0	79	532
Tuesday	May	11	18	2	0	1	1	26.24	31.06	29	8.9981	70	480
Tuesday	May	11	19	2	0	1	1	24.6	31.06	43	15.0013	69	365
Tuesday	May	11	20	2	0	1	1	22.14	25.76	60	8.9981	50	241
Tuesday	May	11	21	2	0	1	1	22.14	25.76	52	0	30	173
Tuesday	May	11	22	2	0	1	1	21.32	25	55	7.0015	29	121
Tuesday	May	11	23	2	0	1	2	21.32	25	59	8.9981	9	72
Wednesday	May	11	0	2	0	1	2	21.32	25	55	8.9981	8	30
Wednesday	May	11	1	2	0	1	2	20.5	24.24	59	7.0015	4	16
Wednesday	May	11	2	2	0	1	1	21.32	25	59	0	6	4
Wednesday	May	11	3	2	0	1	1	20.5	24.24	63	15.0013	0	3
Wednesday	May	11	4	2	0	1	2	19.68	23.485	88	8.9981	0	2
Wednesday	May	11	5	2	0	1	1	18.86	22.725	88	8.9981	0	20
Wednesday	May	11	6	2	0	1	1	18.86	22.725	82	8.9981	6	93
Wednesday	May	11	7	2	0	1	1	19.68	23.485	72	12.998	25	293
Wednesday	May	11	8	2	0	1	1	19.68	23.485	77	16.9979	21	421
Wednesday	May	11	9	2	0	1	1	21.32	25	72	8.9981	21	182
Wednesday	May	11	10	2	0	1	1	22.14	25.76	68	6.0032	30	124
Wednesday	May	11	11	2	0	1	1	22.96	26.515	64	6.0032	18	123
Wednesday	May	11	12	2	0	1	1	24.6	31.06	56	0	41	185
Wednesday	May	11	13	2	0	1	1	25.42	31.06	50	0	36	157
Wednesday	May	11	14	2	0	1	1	25.42	31.06	53	6.0032	36	141
Wednesday	May	11	15	2	0	1	1	26.24	31.06	41	0	48	131
Wednesday	May	11	16	2	0	1	1	27.06	31.06	39	0	49	240
Wednesday	May	11	17	2	0	1	1	26.24	31.06	47	7.0015	17	242
Wednesday	May	11	18	2	0	1	1	25.42	31.06	50	19.9995	40	234
Wednesday	May	11	19	2	0	1	1	22.96	26.515	52	8.9981	60	341
Wednesday	May	11	20	2	0	1	1	22.14	25.76	64	8.9981	28	245
Wednesday	May	11	21	2	0	1	1	22.14	25.76	60	0	32	202
Wednesday	May	11	22	2	0	1	1	20.5	24.24	72	16.9979	12	134
Wednesday	May	11	23	2	0	1	1	18.86	22.725	88	16.9979	12	69
Thursday	May	11	0	2	0	1	2	18.86	22.725	88	15.0013	5	39
Thursday	May	11	1	2	0	1	1	18.86	22.725	88	15.0013	1	16
Thursday	May	11	2	2	0	1	1	18.04	21.97	94	12.998	1	14
Thursday	May	11	3	2	0	1	1	18.04	21.97	88	8.9981	0	5
Thursday	May	11	4	2	0	1	1	17.22	21.21	94	0	1	5
Thursday	May	11	5	2	0	1	1	17.22	21.21	94	8.9981	2	27
Thursday	May	11	6	2	0	1	1	18.04	21.97	88	0	9	103
Thursday	May	11	7	2	0	1	1	18.86	22.725	88	8.9981	14	283
Thursday	May	11	8	2	0	1	1	19.68	23.485	82	12.998	27	394
Thursday	May	11	9	2	0	1	2	20.5	24.24	77	19.0012	21	191
Thursday	May	11	10	2	0	1	2	22.14	25.76	68	15.0013	28	119
Thursday	May	11	11	2	0	1	1	23.78	27.275	60	15.0013	43	136
Thursday	May	11	12	2	0	1	1	23.78	27.275	60	15.0013	43	164
Thursday	May	11	13	2	0	1	2	25.42	31.06	57	19.9995	48	170
Thursday	May	11	14	2	0	1	2	25.42	30.305	61	15.0013	43	148
Thursday	May	11	15	2	0	1	2	26.24	31.06	53	16.9979	54	163
Thursday	May	11	16	2	0	1	2	26.24	31.06	57	16.9979	50	238
Thursday	May	11	17	2	0	1	2	26.24	31.06	57	12.998	54	540
Thursday	May	11	18	2	0	1	1	25.42	30.305	69	15.0013	64	463
Thursday	May	11	19	2	0	1	2	24.6	30.305	64	12.998	59	305
Thursday	May	11	20	2	0	1	1	24.6	30.305	64	12.998	56	220
Thursday	May	11	21	2	0	1	1	22.96	26.515	83	8.9981	31	192
Thursday	May	11	22	2	0	1	1	22.14	25.76	83	12.998	25	147
Thursday	May	11	23	2	0	1	2	22.14	25.76	77	12.998	16	87
Friday	May	11	0	2	0	1	2	21.32	25	83	11.0014	6	46
Friday	May	11	1	2	0	1	1	21.32	25	83	11.0014	5	15
Friday	May	11	2	2	0	1	2	20.5	24.24	88	8.9981	3	8
Friday	May	11	3	2	0	1	2	20.5	24.24	88	8.9981	2	2
Friday	May	11	4	2	0	1	3	20.5	24.24	88	11.0014	2	3
Friday	May	11	5	2	0	1	2	20.5	24.24	88	12.998	1	24
Friday	May	11	6	2	0	1	3	20.5	24.24	88	8.9981	6	76
Friday	May	11	7	2	0	1	3	20.5	24.24	88	11.0014	16	141
Friday	May	11	8	2	0	1	2	20.5	24.24	88	12.998	26	361
Friday	May	11	9	2	0	1	2	20.5	24.24	88	12.998	18	215
Friday	May	11	10	2	0	1	2	21.32	25	83	8.9981	31	99
Friday	May	11	11	2	0	1	2	21.32	25	83	11.0014	56	90
Friday	May	11	12	2	0	1	2	21.32	25	88	12.998	53	170
Friday	May	11	13	2	0	1	2	21.32	25	88	26.0027	69	157
Friday	May	11	14	2	0	1	2	21.32	25	87	19.0012	70	120
Friday	May	11	15	2	0	1	2	21.32	25	88	11.0014	56	142
Friday	May	11	16	2	0	1	2	21.32	25	88	8.9981	44	256
Friday	May	11	17	2	0	1	3	21.32	25	88	11.0014	62	429
Friday	May	11	18	2	0	1	3	21.32	25	88	11.0014	39	359
Friday	May	11	19	2	0	1	2	21.32	25	83	12.998	25	245
Friday	May	11	20	2	0	1	2	21.32	25	83	8.9981	22	130
Friday	May	11	21	2	0	1	2	21.32	25	84	11.0014	24	130
Friday	May	11	22	2	0	1	2	21.32	25	83	15.0013	25	107
Friday	May	11	23	2	0	1	3	20.5	24.24	88	11.0014	31	88
Saturday	May	11	0	2	0	0	2	20.5	24.24	88	8.9981	24	78
Saturday	May	11	1	2	0	0	2	20.5	24.24	88	8.9981	18	64
Saturday	May	11	2	2	0	0	2	20.5	24.24	88	8.9981	15	37
Saturday	May	11	3	2	0	0	2	20.5	24.24	88	8.9981	5	30
Saturday	May	11	4	2	0	0	2	20.5	24.24	82	11.0014	1	4
Saturday	May	11	5	2	0	0	2	20.5	24.24	82	7.0015	7	7
Saturday	May	11	6	2	0	0	2	20.5	24.24	88	7.0015	2	9
Saturday	May	11	7	2	0	0	3	19.68	23.485	100	0	4	28
Saturday	May	11	8	2	0	0	3	20.5	24.24	94	0	16	72
Saturday	May	11	9	2	0	0	2	21.32	25	94	6.0032	14	86
Saturday	May	11	10	2	0	0	2	21.32	25	94	11.0014	34	133
Saturday	May	11	11	2	0	0	2	21.32	25	94	8.9981	72	207
Saturday	May	11	12	2	0	0	3	21.32	25	100	6.0032	75	204
Saturday	May	11	13	2	0	0	3	21.32	25	100	6.0032	68	180
Saturday	May	11	14	2	0	0	2	22.14	25.76	94	8.9981	57	159
Saturday	May	11	15	2	0	0	2	22.14	25.76	94	11.0014	73	221
Saturday	May	11	16	2	0	0	2	22.14	25.76	94	12.998	107	188
Saturday	May	11	17	2	0	0	2	22.96	26.515	88	12.998	78	194
Saturday	May	11	18	2	0	0	2	22.96	26.515	88	15.0013	88	216
Saturday	May	11	19	2	0	0	3	22.14	25.76	94	8.9981	69	179
Saturday	May	11	20	2	0	0	3	22.14	25.76	94	8.9981	42	115
Saturday	May	11	21	2	0	0	3	22.14	25.76	94	15.0013	15	44
Saturday	May	11	22	2	0	0	3	22.14	25.76	94	11.0014	7	19
Saturday	May	11	23	2	0	0	3	21.32	25	100	12.998	11	33
Sunday	May	11	0	2	0	0	2	21.32	25	100	0	5	34
Sunday	May	11	1	2	0	0	2	21.32	25	100	7.0015	4	43
Sunday	May	11	2	2	0	0	2	21.32	25	100	8.9981	13	37
Sunday	May	11	3	2	0	0	2	21.32	25	100	0	11	21
Sunday	May	11	4	2	0	0	2	21.32	25	100	0	5	8
Sunday	May	11	5	2	0	0	3	21.32	25	100	7.0015	3	11
Sunday	May	11	6	2	0	0	2	21.32	25	100	8.9981	3	14
Sunday	May	11	7	2	0	0	2	21.32	25	100	8.9981	4	38
Sunday	May	11	8	2	0	0	2	22.14	25.76	94	8.9981	24	46
Sunday	May	11	9	2	0	0	1	23.78	27.275	83	16.9979	36	98
Sunday	May	11	10	2	0	0	1	23.78	27.275	83	15.0013	73	153
Sunday	May	11	11	2	0	0	1	24.6	28.79	78	15.0013	120	202
Sunday	May	11	12	2	0	0	1	25.42	29.545	73	19.9995	120	247
Sunday	May	11	13	2	0	0	1	25.42	29.545	73	19.0012	195	261
Sunday	May	11	14	2	0	0	1	26.24	30.305	73	12.998	183	254
Sunday	May	11	15	2	0	0	1	27.06	31.06	69	16.9979	206	253
Sunday	May	11	16	2	0	0	1	26.24	30.305	69	16.9979	158	282
Sunday	May	11	17	2	0	0	3	22.96	26.515	78	23.9994	137	255
Sunday	May	11	18	2	0	0	1	22.96	26.515	78	16.9979	60	177
Sunday	May	11	19	2	0	0	1	22.96	26.515	83	7.0015	78	153
Sunday	May	11	20	2	0	0	1	22.14	25.76	88	0	53	138
Sunday	May	11	21	2	0	0	1	22.14	25.76	88	0	44	107
Sunday	May	11	22	2	0	0	1	22.96	26.515	83	0	29	88
Sunday	May	11	23	2	0	0	1	22.14	25.76	88	15.0013	18	51
Monday	May	11	0	2	0	1	1	21.32	25	94	7.0015	17	21
Monday	May	11	1	2	0	1	1	21.32	25	94	8.9981	6	8
Monday	May	11	2	2	0	1	1	20.5	24.24	100	6.0032	4	9
Monday	May	11	3	2	0	1	1	20.5	24.24	94	11.0014	1	3
Monday	May	11	4	2	0	1	1	20.5	24.24	100	8.9981	1	5
Monday	May	11	5	2	0	1	1	20.5	24.24	93	12.998	1	20
Monday	May	11	6	2	0	1	1	21.32	25	88	11.0014	11	93
Monday	May	11	7	2	0	1	1	21.32	25	83	19.0012	27	245
Monday	May	11	8	2	0	1	1	22.96	26.515	73	19.9995	28	366
Monday	May	11	9	2	0	1	1	24.6	29.545	69	12.998	38	156
Monday	May	11	10	2	0	1	1	25.42	30.305	65	6.0032	37	75
Monday	May	11	11	2	0	1	1	26.24	31.06	57	0	56	129
Monday	May	11	12	2	0	1	1	27.06	31.06	54	6.0032	72	137
Monday	May	11	13	2	0	1	1	27.88	31.82	51	0	61	153
Monday	May	11	14	2	0	1	1	27.88	31.82	51	0	76	117
Monday	May	11	15	2	0	1	1	29.52	33.335	51	0	55	110
Monday	May	11	16	2	0	1	3	24.6	28.79	78	16.9979	45	181
Monday	May	11	17	2	0	1	1	23.78	27.275	88	15.0013	47	227
Monday	May	11	18	2	0	1	3	23.78	27.275	83	12.998	55	398
Monday	May	11	19	2	0	1	1	23.78	27.275	83	16.9979	36	272
Monday	May	11	20	2	0	1	1	23.78	27.275	83	0	31	167
Monday	May	11	21	2	0	1	1	23.78	27.275	83	0	28	149
Monday	May	11	22	2	0	1	1	22.96	26.515	88	6.0032	22	105
Monday	May	11	23	2	0	1	1	22.96	26.515	88	6.0032	18	39
Tuesday	May	11	0	2	0	1	2	22.96	26.515	88	0	13	18
Tuesday	May	11	1	2	0	1	3	22.96	26.515	88	0	7	6
Tuesday	May	11	2	2	0	1	3	22.96	26.515	88	0	4	4
Tuesday	May	11	3	2	0	1	3	22.14	25.76	94	16.9979	1	3
Tuesday	May	11	4	2	0	1	3	22.14	25.76	94	16.9979	2	2
Tuesday	May	11	5	2	0	1	3	21.32	25	94	16.9979	0	22
Tuesday	May	11	6	2	0	1	3	21.32	25	94	16.9979	0	49
Tuesday	May	11	7	2	0	1	2	21.32	25	94	16.9979	13	138
Tuesday	May	11	8	2	0	1	2	21.32	25	94	19.9995	22	325
Tuesday	May	11	9	2	0	1	2	22.14	25.76	88	16.9979	17	190
Tuesday	May	11	10	2	0	1	3	22.14	25.76	88	16.9979	31	73
Tuesday	May	11	11	2	0	1	2	22.96	26.515	83	27.9993	26	104
Tuesday	May	11	12	2	0	1	3	22.96	26.515	83	27.9993	38	115
Tuesday	May	11	13	2	0	1	2	22.96	26.515	88	22.0028	31	141
Tuesday	May	11	14	2	0	1	1	25.42	29.545	73	31.0009	61	123
Tuesday	May	11	15	2	0	1	1	25.42	30.305	69	30.0026	79	131
Tuesday	May	11	16	2	0	1	1	25.42	30.305	61	22.0028	73	217
Tuesday	May	11	17	2	0	1	1	25.42	30.305	65	27.9993	83	521
Tuesday	May	11	18	2	0	1	1	24.6	29.545	69	19.9995	54	426
Tuesday	May	11	19	2	0	1	1	24.6	29.545	69	16.9979	51	298
Tuesday	May	11	20	2	0	1	1	23.78	27.275	83	27.9993	30	253
Tuesday	May	11	21	2	0	1	1	22.14	25.76	88	16.9979	23	151
Tuesday	May	11	22	2	0	1	2	22.14	25.76	88	19.0012	12	86
Tuesday	May	11	23	2	0	1	2	22.14	25.76	88	16.9979	7	49
Wednesday	May	11	0	2	0	1	2	22.14	25.76	88	15.0013	8	15
Wednesday	May	11	1	2	0	1	2	22.14	25.76	88	16.9979	3	9
Wednesday	May	11	2	2	0	1	3	21.32	25	94	15.0013	1	5
Wednesday	May	11	3	2	0	1	3	21.32	25	94	19.9995	6	3
Wednesday	May	11	4	2	0	1	3	21.32	25	94	19.9995	1	2
Wednesday	May	11	5	2	0	1	1	21.32	25	100	15.0013	0	9
Wednesday	May	11	6	2	0	1	1	21.32	25	100	8.9981	2	99
Wednesday	May	11	7	2	0	1	1	22.14	25.76	88	12.998	14	260
Wednesday	May	11	8	2	0	1	1	22.96	26.515	88	19.0012	25	428
Wednesday	May	11	9	2	0	1	3	22.96	26.515	83	16.9979	26	176
Wednesday	May	11	10	2	0	1	3	22.14	25.76	88	19.0012	33	73
Wednesday	May	11	11	2	0	1	2	22.14	25.76	94	6.0032	6	17
Wednesday	May	11	12	2	0	1	1	22.96	26.515	94	19.9995	12	42
Wednesday	May	11	13	2	0	1	2	22.96	26.515	83	22.0028	30	92
Wednesday	May	11	14	2	0	1	2	23.78	27.275	78	19.0012	44	94
Wednesday	May	11	15	2	0	1	1	24.6	28.79	78	16.9979	34	133
Wednesday	May	11	16	2	0	1	1	24.6	29.545	73	12.998	53	241
Wednesday	May	11	17	2	0	1	1	24.6	29.545	69	8.9981	78	487
Wednesday	May	11	18	2	0	1	1	24.6	29.545	73	15.0013	58	431
Wednesday	May	11	19	2	0	1	3	22.96	26.515	88	8.9981	43	288
Wednesday	May	11	20	2	0	1	3	22.96	26.515	88	8.9981	24	189
Wednesday	May	11	21	2	0	1	1	21.32	25	88	0	11	74
